iata,ident,name,latitude,longitude,iso_country,city
ALJ,FAAB,Alexander Bay Airport,-28.575001,16.5333,ZA,Alexander Bay
AGZ,FAAG,Aggeneys Airport,-29.2817993164062,18.8138999938965,ZA,Aggeneys
ADY,FAAL,Alldays Airport,-22.6790008545,29.0555000305,ZA,Alldays
BIY,FABE,Bisho Airport,-32.8970985413,27.2791004181,ZA,Bisho
BFN,FABL,Bram Fischer International Airport,-29.092699,26.302401,ZA,Bloemfontain
UTE,FABU,Bultfontein Airport,-28.273369,26.135835,ZA,Bultfontein
ASS,FACC,Arathusa Safari Lodge Airport,-24.744165,31.522499,ZA,Arathusa
CDO,FACD,Cradock Airport,-32.1567001343,25.6455993652,ZA,Cradock
CPT,FACT,Cape Town International Airport,-33.9648017883,18.6016998291,ZA,Cape Town
DUK,FADK,Mubatuba Airport,-28.3684005737305,32.2481002807617,ZA,Mubatuba
PZL,FADQ,Zulu Inyala Airport,-27.8493995666504,32.309700012207,ZA,Phinda
ELS,FAEL,Ben Schoeman Airport,-33.035599,27.825899,ZA,East London
EMG,FAEM,Empangeni Airport,-28.7199993133545,31.8899993896484,ZA,Empangeni
ELL,FAER,Ellisras Matimba Airport,-23.7266998291016,27.6882991790771,ZA,Ellisras
FCB,FAFB,Ficksburg Sentraoes Airport,-28.8230991363525,27.908899307251,ZA,Ficksburg
GCJ,FAGC,Grand Central Airport,-25.9862995148,28.1401004791,ZA,Midrand
GRJ,FAGG,George Airport,-34.0056,22.378902,ZA,George
GIY,FAGI,Giyani Airport,-23.2833003997803,30.6499996185303,ZA,Giyani
QRA,FAGM,Rand Airport,-26.2425,28.151199,ZA,Johannesburg
HLW,FAHL,Hluhluwe Airport,-28.0166049887,32.2751712799,ZA,Hluhluwe
HRS,FAHR,Harrismith Airport,-28.2350997924805,29.1061992645264,ZA,Harrismith
HDS,FAHS,Hoedspruit Air Force Base Airport,-24.3686008453,31.0487003326,ZA,Hoedspruit
KXE,FAKD,P C Pelser Airport,-26.8710994720459,26.7180004119873,ZA,Klerksdorp
KIM,FAKM,Kimberley Airport,-28.8027992249,24.7651996613,ZA,Kimberley
MQP,FAKN,Kruger Mpumalanga International Airport,-25.3831996918,31.1056003571,ZA,Mpumalanga
KOF,FAKP,Komatipoort Airport,-25.440299987793,31.9300003051758,ZA,Komatipoort
KMH,FAKU,Johan Pienaar Airport,-27.4566993713379,23.4113998413086,ZA,Kuruman
KLZ,FAKZ,Kleinsee Airport,-29.6884002686,17.0939998627,ZA,Kleinsee
HLA,FALA,Lanseria International Airport,-25.938499,27.9261,ZA,Johannesburg
LMR,FALC,Lime Acres Finsch Mine Airport,-28.3600997924805,23.4391002655029,ZA,Lime Acres
LDZ,FALD,Londolozi Airport,-24.7478,31.4743,ZA,Londolozi
DUR,FALE,King Shaka International Airport,-29.6144444444,31.1197222222,ZA,Durban
LUJ,FALK,Lusikisiki Airport,-31.36669921875,29.5832996368408,ZA,Lusikisiki
LCD,FALO,Louis Trichardt Airport,-23.0618991851807,29.8647003173828,ZA,Louis Trichardt
SDB,FALW,Langebaanweg Airport,-32.9688987732,18.1602993011,ZA,Langebaanweg
LAY,FALY,Ladysmith Airport,-28.5816993713,29.7497005463,ZA,Ladysmith
AAM,FAMD,Malamala Airport,-24.8180999755859,31.5445995330811,ZA,Malamala
MGH,FAMG,Margate Airport,-30.8574008942,30.343000412,ZA,Margate
MEZ,FAMH,Musina(Messina) Airport,-22.3560009003,29.9862003326,ZA,Musina
MBD,FAMM,Mmabatho International Airport,-25.7984008789,25.5480003357,ZA,Mafeking
LLE,FAMN,Riverside Airport,-25.4300003052,31.5767002106,ZA,Malelane
MZY,FAMO,Mossel Bay Airport,-34.158746,22.055676,ZA,Mossel Bay
MZQ,FAMU,Mkuze Airport,-27.6261005401611,32.0443000793457,ZA,Mkuze
NCS,FANC,Newcastle Airport,-27.7705993652,29.9769001007,ZA,Newcastle
NGL,FANG,Ngala Airport,-24.389,31.326,ZA,Ngala
NLP,FANS,Nelspruit Airport,-25.5,30.9137992859,ZA,Nelspruit
OVG,FAOB,Overberg Airport,-34.563474,20.252438,ZA,Overberg
OUH,FAOH,Oudtshoorn Airport,-33.6069984436,22.188999176,ZA,Oudtshoorn
JNB,FAOR,OR Tambo International Airport,-26.1392,28.246,ZA,Johannesburg
AFD,FAPA,Port Alfred Airport,-33.555057,26.881656,ZA,Port Alfred
PLZ,FAPE,Chief Dawid Stuurman International Airport,-33.984901,25.6173,ZA,Gqeberha (Port Elizabeth)
PBZ,FAPG,Plettenberg Bay Airport,-34.08816,23.328723,ZA,Plettenberg Bay
PHW,FAPH,Hendrik Van Eck Airport,-23.9372005463,31.1553993225,ZA,Phalaborwa
JOH,FAPJ,Port St Johns Airport,-31.60612,29.52175,ZA,Port St Johns
PRK,FAPK,Prieska Airport,-29.6835994720459,22.7705993652344,ZA,Prieska
PZB,FAPM,Pietermaritzburg Airport,-29.6490001678,30.3987007141,ZA,Pietermaritzburg
NTY,FAPN,Pilanesberg International Airport,-25.333799,27.173401,ZA,Pilanesberg
PTG,FAPP,Polokwane International Airport,-23.845269,29.458615,ZA,Polokwane
PCF,FAPS,Potchefstroom Airport,-26.670999527,27.0818996429,ZA,Potchefstroom
UTW,FAQT,Queenstown Airport,-31.9202003479004,26.8822002410889,ZA,Queenstown
RCB,FARB,Richards Bay Airport,-28.7409992218,32.0920982361,ZA,Richards Bay
RVO,FARI,Reivilo Airport,-27.5471992492676,24.1725006103516,ZA,Reivilo
ROD,FARS,Robertson Airport,-33.812198638916,19.9027996063232,ZA,Robertson
SBU,FASB,Springbok Airport,-29.6893005371094,17.9395999908447,ZA,Springbok
ZEC,FASC,Secunda Airport,-26.52409935,29.1700992584,ZA,Secunda
GSS,FASE,Sabi Sabi Airport,-24.9473754342,31.4488477707,ZA,Belfast
SIS,FASS,Sishen Airport,-27.6485996246,22.9993000031,ZA,Sishen
SZK,FASZ,Skukuza Airport,-24.960899353,31.5886993408,ZA,Skukuza
THY,FATH,Thohoyandou Airport,-23.0769004821777,30.3836002349853,ZA,Thohoyandou
TCU,FATN,Thaba Nchu Tar Airport,-29.3178005218506,26.8227996826172,ZA,Homeward
LTA,FATZ,Tzaneen Airport,-23.8243999481,30.3292999268,ZA,Tzaneen
ULD,FAUL,Prince Mangosuthu Buthelezi Airport,-28.3206005096,31.4165000916,ZA,Ulundi
UTN,FAUP,Pierre Van Ryneveld Airport,-28.39909935,21.2602005005,ZA,Upington
UTT,FAUT,K. D. Matanzima Airport,-31.5463631849,28.6733551025,ZA,Mthatha
VRU,FAVB,Vryburg Airport,-26.9824008942,24.7287998199,ZA,Vyrburg
VIR,FAVG,Virginia Airport,-29.7705993652344,31.0583992004395,ZA,Durban
VRE,FAVR,Vredendal Airport,-31.6410007476807,18.5447998046875,ZA,Vredendal
VYD,FAVY,Vryheid Airport,-27.7868995666504,30.7964000701904,ZA,Vryheid
PRY,FAWB,Wonderboom Airport,-25.6539,28.224199,ZA,Pretoria
WKF,FAWK,Waterkloof Air Force Base,-25.8299999237,28.2224998474,ZA,Pretoria
FRW,FBFT,P G Matante Intl,-21.15914,27.468545,BW,Francistown
GNZ,FBGZ,Ghanzi Airport,-21.6924991607666,21.6581001281738,BW,Ghanzi
JWA,FBJW,Jwaneng Airport,-24.602301,24.691,BW,Jwaneng
BBK,FBKE,Kasane Airport,-17.832899,25.162399,BW,Kasane
KHW,FBKR,Khwai River Lodge Airport,-19.1499996185303,23.7830009460449,BW,Khwai River Lodge
LOQ,FBLO,Lobatse Airport,-25.1981,25.7139,BW,Lobatse
MUB,FBMN,Maun Airport,-19.9726009368896,23.4311008453369,BW,Maun
ORP,FBOR,Orapa Airport,-21.265901,25.319667,BW,Orapa
QPH,FBPY,Palapye Airport,-22.564087,27.136745,BW,Palapye
GBE,FBSK,Sir Seretse Khama International Airport,-24.555201,25.9182,BW,Gaborone
SXN,FBSN,Sua Pan Airport,-20.5534,26.115801,BW,Sowa
PKW,FBSP,Selebi Phikwe Airport,-22.0583,27.8288,BW,Selebi Phikwe
SVT,FBSV,Savuti Airport,-18.518475,24.077687,BW,Savuti
SWX,FBSW,Shakawe Airport,-18.3738994598389,21.8325996398926,BW,Shakawe
TLD,FBTL,Limpopo Valley Airport,-22.1891994476,29.1268997192,BW,Tuli Lodge
TBY,FBTS,Tshabong Airport,-26.034524,22.401252,BW,Tshabong
BZV,FCBB,Maya-Maya Airport,-4.25169992446899,15.2530002593994,CG,Brazzaville
DJM,FCBD,Djambala Airport,-2.516883,14.754403,CG,Djambala
KNJ,FCBK,Kindamba Airport,-3.95000004768372,14.5170001983643,CG,Kindamba
LCO,FCBL,Lague Airport,-2.45000004768372,14.5329999923706,CG,Lague
MUY,FCBM,Mouyondzi Airport,-4.01487398147583,13.9661121368408,CG,Mouyondzi
SIB,FCBS,Sibiti Airport,-3.68300008773804,13.3500003814697,CG,Sibiti
NKY,FCBY,Yokangassi Airport,-4.223077,13.286347,CG,Nkayi
ANJ,FCBZ,Zanaga Airport,-2.84999990463257,13.8170003890991,CG,Zanaga
MSX,FCMM,Mossendjo Airport,-2.95000004768372,12.6999998092651,CG,Mossendjo
BOE,FCOB,Boundji Airport,-1.03299999237061,15.3830003738403,CG,Boundji
OLL,FCOD,Oyo Ollombo Airport,-1.226666,15.91,CG,Oyo
EWO,FCOE,Ewo Airport,-0.883000016212463,14.8000001907349,CG,Ewo
GMM,FCOG,Gamboma Airport,-1.829403,15.885237,CG,Gamboma
ION,FCOI,Impfondo Airport,1.61699998378754,18.0669994354248,CG,Impfondo
KEE,FCOK,Kelle Airport,-0.0829999968409538,14.5329999923706,CG,Kelle
MKJ,FCOM,Makoua Airport,-0.017000000923872,15.5830001831055,CG,Makoua
FTX,FCOO,Owando Airport,-0.531350016593933,15.9500999450684,CG,Owando
SOE,FCOS,Souanke Airport,2.06699991226196,14.1330003738403,CG,Souanke
BTB,FCOT,Betou Airport,3.057593,18.514433,CG,Betou
OUE,FCOU,Ouesso Airport,1.61599004269,16.0379009247,CG,
KMK,FCPA,Makabana Airport,-3.48300004005432,12.6169996261597,CG,Makabana
DIS,FCPL,Ngot Nzoungou Airport,-4.20635,12.6599,CG,Dolisie
PNR,FCPP,Antonio Agostinho-Neto International Airport,-4.81603,11.8866,CG,Pointe Noire
MTS,FDMS,Matsapha Airport,-26.528999,31.307501,SZ,Manzini
SHO,FDSK,King Mswati III International Airport,-26.358611,31.716944,SZ,Mpaka
FEA,FEA,Fetlar Airstrip,60.603333,-0.872778,GB,Fetlar Island
CRF,FEFC,Carnot Airport,4.93699979782105,15.8940000534058,CF,Carnot
BGF,FEFF,Bangui M'Poko International Airport,4.39847993850708,18.5188007354736,CF,Bangui
BGU,FEFG,Bangassou Airport,4.78499984741211,22.7810001373291,CF,Bangassou
IRO,FEFI,Birao Airport,10.2363996505737,22.7168998718262,CF,Birao
BBY,FEFM,Bambari Airport,5.847012,20.64992,CF,Bambari
NDL,FEFN,N'Délé Airport,8.42720603942871,20.6351566314697,CF,N'Délé
BOP,FEFO,Bouar Airport,5.95800018310547,15.6370000839233,CF,Bouar
BIV,FEFR,Bria Airport,6.52778005599976,21.9894008636475,CF,Bria
BSN,FEFS,Bossangoa Airport,6.49200010299683,17.4290008544922,CF,Bossangoa
BBT,FEFT,Berbérati Airport,4.22158002853394,15.7863998413086,CF,Berbérati
ODA,FEFW,Ouadda Airport,8.01056003570557,22.3985996246338,CF,Ouadda
AIG,FEFY,Yalinga Airport,6.51999998092651,23.2600002288818,CF,Yalinga
IMO,FEFZ,Zemio Airport,5.002226,25.101857,CF,Zemio
MKI,FEGE,M'Boki Airport,5.33301019669,25.9319000244,CF,Mboki
BTG,FEGF,Batangafo Airport,7.31410980224609,18.3087997436523,CF,Batangafo
GDI,FEGL,Gordil Airport,9.581117,21.728172,CF,Melle
BMF,FEGM,Bakouma Airport,5.69399976730347,22.8010005950928,CF,Bakouma
ODJ,FEGO,Ouanda Djallé Airport,8.89999961853027,22.7830009460449,CF,Ouanda Djallé
RFA,FEGR,Rafaï Airport,4.988609790802,23.9277992248535,CF,Rafaï
BCF,FEGU,Bouca Airport,6.51700019836426,18.2670001983643,CF,Bouca
BOZ,FEGZ,Bozoum Airport,6.34417009353638,16.3218994140625,CF,Bozoum
NBN,FGAB,Annobón Airport,-1.408615,5.624163,GQ,San Antonio de Palé
BSG,FGBT,Bata Airport,1.90547,9.80568,GQ,Bata
GEM,FGMY,President Obiang Nguema International Airport,1.685334,11.024394,GQ,Mengomeyén
SSG,FGSL,Malabo Airport,3.75527000427246,8.70872020721436,GQ,Malabo
ASI,FHAW,RAF Ascension Island,-7.9696,-14.3937,SH,Cat Hill
HLE,FHSH,Saint Helena Airport,-15.957725,-5.645943,SH,Longwood
MRU,FIMP,Sir Seewoosagur Ramgoolam International Airport,-20.430201,57.683601,MU,Plaine Magnien
RRG,FIMR,Sir Charles Gaetan Duval Airport,-19.7577,63.361,MU,Port Mathurin
FIN,FIN,Finschhafen Airport,-6.621750109,147.85405,PG,Buki
KVU,FJ-0004,Korolevu Seaplane Base,-18.215569,177.729767,FJ,Korolevu
NKW,FJDG,Diego Garcia Naval Support Facility,-7.31327,72.411102,IO,Diego Garcia
KBI,FKKB,Kribi Airport,2.8738899231,9.9777803421,CM,Kribi
TKC,FKKC,Tiko Airport,4.08919000626,9.3605298996,CM,Tiko
DLA,FKKD,Douala International Airport,4.0060801506,9.71947956085,CM,Douala
MMF,FKKF,Mamfe Airport,5.70417022705078,9.30638980865478,CM,Mamfe
BLC,FKKG,Bali Airport,5.89527777778,10.0338888889,CM,Bali
KLE,FKKH,Kaélé Airport,10.0924997329712,14.4455995559692,CM,Kaélé
OUR,FKKI,Batouri Airport,4.47499990463257,14.3625001907349,CM,Batouri
GXX,FKKJ,Yagoua Airport,10.3561000823975,15.2371997833252,CM,Yagoua
MVR,FKKL,Salak Airport,10.4513998031616,14.257399559021,CM,Maroua
FOM,FKKM,Foumban Nkounja Airport,5.63691997528076,10.7508001327515,CM,Foumban
NGE,FKKN,N'Gaoundéré Airport,7.35700988769531,13.5592002868652,CM,N'Gaoundéré
BTA,FKKO,Bertoua Airport,4.5486102104187,13.7260999679565,CM,Bertoua
GOU,FKKR,Garoua International Airport,9.33588981628418,13.3701000213623,CM,Garoua
DSC,FKKS,Dschang Airport,5.44999980926514,10.0670003890991,CM,Dschang
BFX,FKKU,Bafoussam Airport,5.53692007065,10.3545999527,CM,Bafoussam
BPC,FKKV,Bamenda Airport,6.03923988342285,10.1225996017456,CM,Bamenda
EBW,FKKW,Ebolowa Airport,2.87599992752075,11.1850004196167,CM,Ebolowa
YAO,FKKY,Yaoundé Airport,3.83604001998901,11.5235004425049,CM,Yaoundé
NSI,FKYS,Yaoundé Nsimalen International Airport,3.72255992889404,11.5532999038696,CM,Yaoundé
MMQ,FLBA,Mbala Airport,-8.85916996002197,31.3363990783691,ZM,Mbala
CIP,FLCP,Chipata Airport,-13.5583000183106,32.5872001647949,ZM,Chipata
JEK,FLJK,Jeki Airport,-15.6334,29.6036,ZM,Jeki
CGJ,FLKE,Kasompe Airport,-12.572799682617,27.893899917603,ZM,Chingola
KLB,FLKL,Kalabo Airport,-14.998818,22.648372,ZM,Kalabo
KMZ,FLKO,Kaoma Airport,-14.8000001907349,24.7830009460449,ZM,Kaoma
KAA,FLKS,Kasama Airport,-10.2166996002197,31.13330078125,ZM,Kasama
ZKB,FLKY,Kasaba Bay Airport,-8.52499961853027,30.6630001068115,ZM,Kasaba Bay
LVI,FLLI,Harry Mwanga Nkumbula International Airport,-17.8218,25.822701,ZM,Livingstone
LXU,FLLK,Lukulu Airport,-14.375891,23.248648,ZM,Lukulu
LUN,FLLS,Kenneth Kaunda International Airport,-15.330833,28.452722,ZM,Lusaka
MNS,FLMA,Mansa Airport,-11.1370000839233,28.8726005554199,ZM,Mansa
MFU,FLMF,Mfuwe Airport,-13.2588996887207,31.9365997314453,ZM,Mfuwe
MNR,FLMG,Mongu Airport,-15.2545003890991,23.1623001098633,ZM,Mongu
ZGM,FLNA,Ngoma Airport,-15.9658,25.9333,ZM,Ngoma
NLA,FLND,Simon Mwansa Kapwepwe International Airport,-12.998512,28.664047,ZM,Ndola
RYL,FLRZ,Royal Zambezi Lodge Airstrip,-15.724789,29.303541,ZM,Lower Zambezi River
SXG,FLSN,Senanga Airport,-16.113,23.2982,ZM,Senanga
KIW,FLSO,Southdowns Airport,-12.9005002975464,28.1499004364014,ZM,Kitwe
SJQ,FLSS,Sesheke Airport,-17.47632,24.306089,ZM,Sesheke
SLI,FLSW,Solwesi Airport,-12.1737003326416,26.3651008605957,ZM,Solwesi
FLT,FLT,Flat Airport,62.4525985718,-157.988998413,US,Flat
BBZ,FLZB,Zambezi Airport,-13.535996,23.10559,ZM,Zambezi
ULI,FM-ULI,Ulithi Airport,10.0198,139.789993,FM,Falalop Island
HAH,FMCH,Prince Said Ibrahim International Airport,-11.5337,43.2719,KM,Moroni
NWA,FMCI,Mohéli Bandar Es Eslam Airport,-12.2981,43.766399,KM,Fomboni
AJN,FMCV,Ouani Airport,-12.131047,44.430044,KM,Ouani
DZA,FMCZ,Dzaoudzi Pamandzi International Airport,-12.809319,45.281815,YT,Dzaoudzi
RUN,FMEE,Roland Garros Airport,-20.890087,55.518894,RE,Sainte-Marie
ZSE,FMEP,Pierrefonds Airport,-21.319362,55.422506,RE,Saint-Pierre
WML,FMMC,Malaimbandy Airport,-20.3553902921,45.5433726311,MG,Malaimbandy
ATJ,FMME,Antsirabe Airport,-19.8392214824,47.0637130737,MG,Antsirabe
WAQ,FMMG,Antsalova Airport,-18.701273,44.614921,MG,Antsalova
VVB,FMMH,Mahanoro Airport,-19.8330001831055,48.7999992370605,MG,Mahanoro
TNR,FMMI,Ivato Airport,-18.7969,47.478802,MG,Antananarivo
JVA,FMMK,Ankavandra Airport,-18.80501,45.273467,MG,Ankavandra
BMD,FMML,Belo sur Tsiribihina Airport,-19.6867008209,44.5419006348,MG,Belo sur Tsiribihina
ZVA,FMMN,Miandrivazo Airport,-19.562799,45.450802,MG,Miandrivazo
MXT,FMMO,Maintirano Airport,-18.049999,44.033001,MG,Maintirano
ILK,FMMQ,Atsinanana Airport,-19.5830001831055,48.8030014038086,MG,Ilaka
TVA,FMMR,Morafenobe Airport,-17.850083,44.920467,MG,Morafenobe
SMS,FMMS,Sainte Marie Airport,-17.093901,49.8158,MG,Vohilava
TMM,FMMT,Toamasina Ambalamanasy Airport,-18.109501,49.392502,MG,Toamasina
WTA,FMMU,Tambohorano Airport,-17.4761009216309,43.9728012084961,MG,Tambohorano
MOQ,FMMV,Morondava Airport,-20.2847,44.3176,MG,Morondava
WTS,FMMX,Tsiroanomandidy Airport,-18.759677,46.054065,MG,Tsiroanomandidy
VAT,FMMY,Vatomandry Airport,-19.383333,48.95,MG,Vatomandry
WAM,FMMZ,Ambatondrazaka Airport,-17.795378,48.442583,MG,Ambatondrazaka
DIE,FMNA,Arrachart Airport,-12.3494,49.291698,MG,Antisiranana
WBE,FMNB,Ankaizina Airport,-14.544277,48.691413,MG,Bealanana
WMR,FMNC,Mananara Nord Airport,-16.1639003753662,49.7737998962402,MG,Mananara Nord
ZWA,FMND,Andapa Airport,-14.6517000198364,49.6206016540527,MG,
AMB,FMNE,Ambilobe Airport,-13.1884002685547,48.9879989624023,MG,
WBD,FMNF,Avaratra Airport,-15.1999998092651,48.4830017089844,MG,Befandriana
WPB,FMNG,Port Bergé Airport,-15.584286,47.623587,MG,Port Bergé
ANM,FMNH,Antsirabe Airport,-14.9994,50.320202,MG,Antsirabe
HVA,FMNL,Analalava Airport,-14.629514,47.763555,MG,Analalava
MJN,FMNM,Amborovy Airport,-15.666842,46.351233,MG,Mahajanga
NOS,FMNN,Fascene Airport,-13.3121,48.3148,MG,Nosy Be
DWB,FMNO,Soalala Airport,-16.10169,45.358837,MG,Soalala
WMP,FMNP,Mampikony Airport,-16.0722693402,47.6441645622,MG,Mampikony
BPY,FMNQ,Besalampy Airport,-16.74453,44.482484,MG,Besalampy
WMN,FMNR,Maroantsetra Airport,-15.437742,49.689081,MG,Maroantsetra
SVB,FMNS,Sambava Airport,-14.2786,50.174702,MG,Sambava
TTS,FMNT,Tsaratanana Airport,-16.751064,47.619016,MG,Tsaratanana
VOH,FMNV,Vohemar Airport,-13.3758,50.0028,MG,Vohemar
WAI,FMNW,Ambalabe Airport,-14.8987998962402,47.9939002990723,MG,Antsohihy
WMA,FMNX,Mandritsara Airport,-15.845992,48.834718,MG,Mandritsara
IVA,FMNZ,Ampampamena Airport,-13.484816,48.632702,MG,
WBO,FMSB,Antsoa Airport,-21.6069837647,45.1360201836,MG,Beroroha
WMD,FMSC,Mandabe Airport,-21.0463049303,44.9404120445,MG,Mandabe
FTU,FMSD,Tôlanaro Airport,-25.038099,46.9561,MG,Tôlanaro
WFI,FMSF,Fianarantsoa Airport,-21.441601,47.111698,MG,Fianarantsoa
RVA,FMSG,Farafangana Airport,-22.8053,47.820599,MG,Farafangana
IHO,FMSI,Ihosy Airport,-22.4047202024,46.1649370193,MG,Ihosy
MJA,FMSJ,Manja Airport,-21.426105,44.316509,MG,Manja
WVK,FMSK,Manakara Airport,-22.119699,48.021702,MG,Manakara
OVA,FMSL,Bekily Airport,-24.2356947547,45.3045272827,MG,Bekily
MNJ,FMSM,Mananjary Airport,-21.201799,48.358299,MG,Mananjary
TDV,FMSN,Samangoky Airport,-21.7000007629395,43.7330017089844,MG,Tanandava
MXM,FMSR,Morombe Airport,-21.753837,43.374753,MG,Morombe
TLE,FMST,Toliara Airport,-23.3834,43.7285,MG,Toliara
VND,FMSU,Vangaindrano Airport,-23.3507665915,47.5817012787,MG,Vangaindrano
BKU,FMSV,Betioky Airport,-23.7329998016357,44.3889999389649,MG,Betioky
AMP,FMSY,Ampanihy Airport,-24.6996994018555,44.7341995239258,MG,Ampanihy
WAK,FMSZ,Ankazoabo Airport,-22.2964423522,44.5315361023,MG,Ankazoabo
AZZ,FNAM,Ambriz Airport,-7.86221981048584,13.1161003112793,AO,Ambriz
SSY,FNBC,Mbanza Congo Airport,-6.26989984512329,14.2469997406006,AO,Mbanza Congo
BUG,FNBG,Benguela 17th of September Airport,-12.609,13.4037,AO,Benguela
GGC,FNBL,Lumbala Airport,-14.105106,21.45083,AO,Lumbala N'guimbo
CAB,FNCA,Cabinda Airport,-5.59699010848999,12.1884002685547,AO,Cabinda
CFF,FNCF,Cafunfo Airport,-8.78361034393311,17.9897003173828,AO,Cafunfo
PGI,FNCH,Chitato Airport,-7.35889005661011,20.8047008514404,AO,Chitato
CBT,FNCT,Catumbela Airport,-12.4792,13.4869,AO,Catumbela
CTI,FNCV,Cuito Cuanavale Airport,-15.1603002548218,19.156099319458,AO,Cuito Cuanavale
CXM,FNCX,Camaxilo Airport,-8.37360954284668,18.9235992431641,AO,Camaxilo
CAV,FNCZ,Cazombo Airport,-11.8931,22.916239,AO,Cazombo
FND,FND,Funadhoo Airport,6.162443,73.28752,MV,Funadhoo
DUE,FNDU,Dundo Airport,-7.40088987350464,20.8185005187988,AO,Chitato
FNE,FNE,Fane Airport,-8.54927777778,147.085833333,PG,Fane Mission
VPE,FNGI,Ngjiva Pereira Airport,-17.0435009003,15.6837997437,AO,Ngiva
NOV,FNHU,Nova Lisboa Airport,-12.8088998794556,15.7604999542236,AO,Huambo
SVP,FNKU,Kuito Airport,-12.404600143433,16.947399139404,AO,Kuito
LLT,FNLB,Lobito Airport,-12.3712,13.5366,AO,Lobito
LBZ,FNLK,Lucapa Airport,-8.44572734833,20.7320861816,AO,Lucapa
LAD,FNLU,Quatro de Fevereiro International Airport,-8.85837,13.2312,AO,Luanda
LZM,FNLZ,Luzamba Airport,-9.11596012115,18.0492992401,AO,Luzamba
MEG,FNMA,Malanje Airport,-9.52509021759033,16.3124008178711,AO,Malanje
SPP,FNME,Menongue Airport,-14.657600402832,17.7198009490967,AO,Menongue
MSZ,FNMO,Welwitschia Mirabilis International Airport,-15.2612,12.1468,AO,Moçâmedes
GXG,FNNG,Negage Airport,-7.75450992584229,15.2876996994019,AO,Negage
PBN,FNPA,Porto Amboim Airport,-10.7220001220703,13.7655000686646,AO,Port Amboim
VHC,FNSA,Saurimo Airport,-9.68906974792481,20.4319000244141,AO,Saurimo
SZA,FNSO,Soyo Airport,-6.14108991622925,12.3718004226685,AO,Soyo
NDD,FNSU,Sumbe Airport,-11.1679000854492,13.8474998474121,AO,Sumbe
UAL,FNUA,Luau Airport,-10.7158002853394,22.2311000823975,AO,Luau
SDD,FNUB,Lubango Airport,-14.9246997833252,13.5749998092651,AO,Lubango
LUO,FNUE,Luena Airport,-11.7680997848511,19.8976993560791,AO,Luena
UGO,FNUG,Uige Airport,-7.60306978225708,15.0277996063232,AO,Uige
CEO,FNWK,Waco Kungo Airport,-11.4264001846313,15.1014003753662,AO,Waco Kungo
XGN,FNXA,Xangongo Airport,-16.7553997039795,14.9652996063232,AO,Xangongo
ARZ,FNZE,N'zeto Airport,-7.25943994522095,12.8631000518799,AO,N'zeto
NZA,FNZG,Nzagi Airport,-7.71693992615,21.3582000732,AO,Nzagi
BGB,FOGB,Booue Airport,-0.1075,11.9438,GA,Booue
KDN,FOGE,Ndende Airport,-2.4,11.367,GA,Ndende
FOU,FOGF,Fougamou Airport,-1.278325,10.612497,GA,Fougamou
MBC,FOGG,M'Bigou Airport,-1.88300001621246,11.9329996109009,GA,M'Bigou
MGX,FOGI,Moabi Airport,-2.455187,10.9358,GA,Moabi
KDJ,FOGJ,Ville Airport,-0.18299999833107,10.75,GA,N'Djolé
KOU,FOGK,Koulamoutou Mabimbi Airport,-1.1846100091934,12.441300392151,GA,Koulamoutou
MJL,FOGM,Mouilla Ville Airport,-1.84513998031616,11.0566997528076,GA,Mouila
OYE,FOGO,Oyem Airport,1.54311001300812,11.5813999176025,GA,Oyem
OKN,FOGQ,Okondja Airport,-0.665214002132416,13.6731004714966,GA,Okondja
LBQ,FOGR,Lambarene Airport,-0.704388976097107,10.2456998825073,GA,Lambarene
MVX,FOGV,Minvoul Airport,2.15000009536743,12.1330003738403,GA,Minvoul
BMM,FOOB,Bitam Airport,2.07563996315002,11.493200302124,GA,Bitam
MFF,FOOD,Moanda Airport,-1.53299999237,13.2670001984,GA,Moanda
MKB,FOOE,Mekambo Airport,1.01699995994568,13.9329996109009,GA,Mekambo
POG,FOOG,Port Gentil Airport,-0.711739003658295,8.75438022613525,GA,Port Gentil
OMB,FOOH,Omboue Hospital Airport,-1.57473,9.26269,GA,Omboue
IGE,FOOI,Tchongorove Airport,-1.930801,9.319577,GA,Iguela
MKU,FOOK,Makokou Airport,0.579210996627808,12.8908996582031,GA,Makokou
LBV,FOOL,Libreville Leon M'ba International Airport,0.458600014448,9.4122800827,GA,Libreville
MZC,FOOM,Mitzic Airport,0.782999992370606,11.5500001907349,GA,Mitzic
MVB,FOON,M'Vengue El Hadj Omar Bongo Ondimba International Airport,-1.65615999698639,13.4379997253418,GA,Franceville
LTL,FOOR,Lastourville Airport,-0.826667010784149,12.7486000061035,GA,Lastourville
TCH,FOOT,Tchibanga Airport,-2.88848,10.955429,GA,Tchibanga
MYB,FOOY,Mayumba Airport,-3.458372,10.676539,GA,Mayumba
FOY,FOY,Foya Airport,8.3513,-10.2269,LR,Foya
PCP,FPPR,Principe Airport,1.66294,7.41174,ST,São Tomé & Príncipe
TMS,FPST,São Tomé International Airport,0.378175,6.71215,ST,São Tomé
ANO,FQAG,Angoche Airport,-16.1818695068359,39.9452171325684,MZ,Angoche
BEW,FQBR,Beira Airport,-19.7964000701904,34.907600402832,MZ,Beira
FXO,FQCB,Cuamba Airport,-14.815,36.529999,MZ,Cuamba
